Fiscal Year,Cabinet,Department,Program,Expense Type,Expense Category,Recommended Amount,Approved Amount,Account Name,Fund,Fund Type,Program Number,Account Number
2015,"Streets, Transportation & Sanitation",Transportation Department,Traffic Enforcement,Contractual Services,Utilities,$197769.97,$197769.97,Utilities, General Fund , Tax Supported Funds ,251400,52200
2015,"Streets, Transportation & Sanitation",Transportation Department,Traffic Enforcement,Contractual Services,Communications,$40000.00,$40000.00,Communications, General Fund , Tax Supported Funds ,251400,52100
2015,"Streets, Transportation & Sanitation",Transportation Department,Traffic Management & Engineering,Contractual Services,Contracted Services,$258000.00,$258000.00,Contracted Services, General Fund , Tax Supported Funds ,251200,52900
2015,"Streets, Transportation & Sanitation",Transportation Department,Traffic Management & Engineering,Contractual Services,Repairs & Service To Equipment,$1100.00,$1100.00,Repairs & Service To Equipment, General Fund , Tax Supported Funds ,251200,52700
2015,"Streets, Transportation & Sanitation",Transportation Department,Traffic Management & Engineering,Contractual Services,Communications,$1800.00,$1800.00,Communications, General Fund , Tax Supported Funds ,251200,52100
2015,"Streets, Transportation & Sanitation",Transportation Department,Traffic Commissioner's Office,Contractual Services,Contracted Services,$309900.00,$309900.00,Contracted Services, General Fund , Tax Supported Funds ,251100,52900
2015,"Streets, Transportation & Sanitation",Transportation Department,Traffic Commissioner's Office,Contractual Services,Transportation of Persons,$1000.00,$1000.00,Transportation of Persons, General Fund , Tax Supported Funds ,251100,52800
2015,"Streets, Transportation & Sanitation",Transportation Department,Traffic Commissioner's Office,Contractual Services,Repairs & Service To Equipment,$4000.00,$4000.00,Repairs & Service To Equipment, General Fund , Tax Supported Funds ,251100,52700
2015,"Streets, Transportation & Sanitation",Transportation Department,Traffic Commissioner's Office,Contractual Services,Repairs Buildings & Structures,$0.00,$0.00,Repairs Buildings & Structures, General Fund , Tax Supported Funds ,251100,52600
2015,"Streets, Transportation & Sanitation",Transportation Department,Traffic Commissioner's Office,Contractual Services,Communications,$144818.00,$144818.00,Communications, General Fund , Tax Supported Funds ,251100,52100
2012,"Streets, Transportation & Sanitation",Snow Removal,Removal of Snow,Contractual Services,Contracted Services,$86167.60,$86167.60,Contracted Services, General Fund , Tax Supported Funds ,331100,52900
2012,"Streets, Transportation & Sanitation",Snow Removal,Removal of Snow,Contractual Services,Repairs & Service To Equipment,$34382.34,$34382.34,Repairs & Service To Equipment, General Fund , Tax Supported Funds ,331100,52700
2012,"Streets, Transportation & Sanitation",Snow Removal,Removal of Snow,Contractual Services,Snow Removal,$4076993.61,$4076993.61,Snow Removal, General Fund , Tax Supported Funds ,331100,52400
2012,"Streets, Transportation & Sanitation",Snow Removal,Removal of Snow,Contractual Services,Communications,$492518.33,$492518.33,Communications, General Fund , Tax Supported Funds ,331100,52100
2012,"Streets, Transportation & Sanitation",Central Fleet Management,Fleet Services,Contractual Services,Contracted Services,$104888.08,$104888.08,Contracted Services, General Fund , Tax Supported Funds ,321100,52900
2012,"Streets, Transportation & Sanitation",Central Fleet Management,Fleet Services,Contractual Services,Transportation of Persons,$736.92,$736.92,Transportation of Persons, General Fund , Tax Supported Funds ,321100,52800
2012,"Streets, Transportation & Sanitation",Central Fleet Management,Fleet Services,Contractual Services,Repairs & Service To Equipment,$191699.86,$191699.86,Repairs & Service To Equipment, General Fund , Tax Supported Funds ,321100,52700
2012,"Streets, Transportation & Sanitation",Central Fleet Management,Fleet Services,Contractual Services,Garbage/Waste Removal,$0.00,$0.00,Garbage/Waste Removal, General Fund , Tax Supported Funds ,321100,52500
2012,"Streets, Transportation & Sanitation",Central Fleet Management,Fleet Services,Contractual Services,Communications,$0.00,$0.00,Communications, General Fund , Tax Supported Funds ,321100,52100
2012,"Streets, Transportation & Sanitation",Public Works Department,Waste Reduction,Contractual Services,Contracted Services,$140573.68,$140573.68,Contracted Services, General Fund , Tax Supported Funds ,311800,52900
2012,"Streets, Transportation & Sanitation",Public Works Department,Waste Reduction,Contractual Services,Repairs & Service To Equipment,$46734.80,$46734.80,Repairs & Service To Equipment, General Fund , Tax Supported Funds ,311800,52700
2012,"Streets, Transportation & Sanitation",Public Works Department,Waste Reduction,Contractual Services,Garbage/Waste Removal,$38841336.29,$38841336.29,Garbage/Waste Removal, General Fund , Tax Supported Funds ,311800,52500
2012,"Streets, Transportation & Sanitation",Public Works Department,Waste Reduction,Contractual Services,Communications,$11794.82,$11794.82,Communications, General Fund , Tax Supported Funds ,311800,52100
2012,"Streets, Transportation & Sanitation",Public Works Department,Street Lights & Signals,Contractual Services,Contracted Services,$615715.75,$615715.75,Contracted Services, General Fund , Tax Supported Funds ,311700,52900
2012,"Streets, Transportation & Sanitation",Public Works Department,Street Lights & Signals,Contractual Services,Transportation of Persons,$662.77,$662.77,Transportation of Persons, General Fund , Tax Supported Funds ,311700,52800
2012,"Streets, Transportation & Sanitation",Public Works Department,Street Lights & Signals,Contractual Services,Repairs & Service To Equipment,$179534.90,$179534.90,Repairs & Service To Equipment, General Fund , Tax Supported Funds ,311700,52700
2012,"Streets, Transportation & Sanitation",Public Works Department,Street Lights & Signals,Contractual Services,Utilities,$7847092.16,$7847092.16,Utilities, General Fund , Tax Supported Funds ,311700,52200
2012,"Streets, Transportation & Sanitation",Public Works Department,Street Lights & Signals,Contractual Services,Communications,$20052.63,$20052.63,Communications, General Fund , Tax Supported Funds ,311700,52100
2014,"Streets, Transportation & Sanitation",Snow Removal,Removal of Snow,Contractual Services,Contracted Services,$33210.00,$33210.00,Contracted Services, General Fund , Tax Supported Funds ,331100,52900
2014,"Streets, Transportation & Sanitation",Snow Removal,Removal of Snow,Contractual Services,Repairs & Service To Equipment,$610000.00,$610000.00,Repairs & Service To Equipment, General Fund , Tax Supported Funds ,331100,52700
2014,"Streets, Transportation & Sanitation",Snow Removal,Removal of Snow,Contractual Services,Snow Removal,$17185894.00,$17185894.00,Snow Removal, General Fund , Tax Supported Funds ,331100,52400
2014,"Streets, Transportation & Sanitation",Snow Removal,Removal of Snow,Contractual Services,Communications,$500000.00,$500000.00,Communications, General Fund , Tax Supported Funds ,331100,52100
2014,"Streets, Transportation & Sanitation",Central Fleet Management,Fleet Services,Contractual Services,Contracted Services,$54400.00,$54400.00,Contracted Services, General Fund , Tax Supported Funds ,321100,52900
2014,"Streets, Transportation & Sanitation",Central Fleet Management,Fleet Services,Contractual Services,Transportation of Persons,$3000.00,$3000.00,Transportation of Persons, General Fund , Tax Supported Funds ,321100,52800
2014,"Streets, Transportation & Sanitation",Central Fleet Management,Fleet Services,Contractual Services,Repairs & Service To Equipment,$154000.00,$154000.00,Repairs & Service To Equipment, General Fund , Tax Supported Funds ,321100,52700
2014,"Streets, Transportation & Sanitation",Central Fleet Management,Fleet Services,Contractual Services,Garbage/Waste Removal,$10000.00,$10000.00,Garbage/Waste Removal, General Fund , Tax Supported Funds ,321100,52500
2014,"Streets, Transportation & Sanitation",Central Fleet Management,Fleet Services,Contractual Services,Communications,$3000.00,$3000.00,Communications, General Fund , Tax Supported Funds ,321100,52100
2012,"Streets, Transportation & Sanitation",Public Works Department,Bridge Operations/Maintenance,Contractual Services,Contracted Services,$2115535.89,$2115535.89,Contracted Services, General Fund , Tax Supported Funds ,311600,52900
2012,"Streets, Transportation & Sanitation",Public Works Department,Bridge Operations/Maintenance,Contractual Services,Repairs & Service To Equipment,$3980.77,$3980.77,Repairs & Service To Equipment, General Fund , Tax Supported Funds ,311600,52700
2014,"Streets, Transportation & Sanitation",Public Works Department,Waste Reduction,Contractual Services,Contracted Services,$187003.00,$187003.00,Contracted Services, General Fund , Tax Supported Funds ,311800,52900
2014,"Streets, Transportation & Sanitation",Public Works Department,Waste Reduction,Contractual Services,Repairs & Service To Equipment,$41000.00,$41000.00,Repairs & Service To Equipment, General Fund , Tax Supported Funds ,311800,52700
2014,"Streets, Transportation & Sanitation",Public Works Department,Waste Reduction,Contractual Services,Garbage/Waste Removal,$42054073.56,$42054073.56,Garbage/Waste Removal, General Fund , Tax Supported Funds ,311800,52500
2014,"Streets, Transportation & Sanitation",Public Works Department,Waste Reduction,Contractual Services,Communications,$12282.00,$12282.00,Communications, General Fund , Tax Supported Funds ,311800,52100
2012,"Streets, Transportation & Sanitation",Public Works Department,Bridge Operations/Maintenance,Contractual Services,Repairs Buildings & Structures,$420469.40,$420469.40,Repairs Buildings & Structures, General Fund , Tax Supported Funds ,311600,52600
2012,"Streets, Transportation & Sanitation",Public Works Department,Bridge Operations/Maintenance,Contractual Services,Utilities,$6654.24,$6654.24,Utilities, General Fund , Tax Supported Funds ,311600,52200
2012,"Streets, Transportation & Sanitation",Public Works Department,Bridge Operations/Maintenance,Contractual Services,Communications,$11640.95,$11640.95,Communications, General Fund , Tax Supported Funds ,311600,52100
2014,"Streets, Transportation & Sanitation",Public Works Department,Street Lights & Signals,Contractual Services,Contracted Services,$535325.00,$535325.00,Contracted Services, General Fund , Tax Supported Funds ,311700,52900
2014,"Streets, Transportation & Sanitation",Public Works Department,Street Lights & Signals,Contractual Services,Transportation of Persons,$1000.00,$1000.00,Transportation of Persons, General Fund , Tax Supported Funds ,311700,52800
2014,"Streets, Transportation & Sanitation",Public Works Department,Street Lights & Signals,Contractual Services,Repairs & Service To Equipment,$162000.00,$162000.00,Repairs & Service To Equipment, General Fund , Tax Supported Funds ,311700,52700
2014,"Streets, Transportation & Sanitation",Public Works Department,Street Lights & Signals,Contractual Services,Utilities,$7809432.89,$7809432.89,Utilities, General Fund , Tax Supported Funds ,311700,52200
2014,"Streets, Transportation & Sanitation",Public Works Department,Street Lights & Signals,Contractual Services,Communications,$21200.00,$21200.00,Communications, General Fund , Tax Supported Funds ,311700,52100
2014,"Streets, Transportation & Sanitation",Public Works Department,Bridge Operations/Maintenance,Contractual Services,Contracted Services,$202000.00,$202000.00,Contracted Services, General Fund , Tax Supported Funds ,311600,52900
2014,"Streets, Transportation & Sanitation",Public Works Department,Bridge Operations/Maintenance,Contractual Services,Repairs & Service To Equipment,$4000.00,$4000.00,Repairs & Service To Equipment, General Fund , Tax Supported Funds ,311600,52700
